left_norm,right_norm,charsim,wordsim,ratio,partialratio,tokensort,tokenset,levenstein,jaro_winkler,first_letter_jaccard,combined_len,len_ratio,dc_reg_eq,openai_pred
nevada mining assn,nevada trucking assn,0.6058157570140085,0.537210008324866,0.7894736842105263,0.7222222222222221,0.5789473684210527,0.7894736842105263,0.75,0.89,0.5,3.6375861597263857,0.9,2.85036670359599e-05,0.050000000000000044
california school boards assn,north carolina school boards assn,0.6792225671469269,0.6781576352646858,0.8064516129032258,0.8928571428571429,0.8064516129032258,0.8064516129032258,0.6666666666666667,0.7806029645110105,0.8,4.127134385045092,0.8787878787878788,3.322553537595057e-05,0.050000000000000044
nonprofit alliance,washington nonprofits,0.5501010930252545,0.0,0.4615384615384615,0.6428571428571428,0.4615384615384615,0.4615384615384615,0.09523809523809523,0.5439153439153439,0.3333333333333333,3.6635616461296463,0.8571428571428571,6.779826730394436e-05,0.7
cornell college,cornell university,0.5409923405445262,0.733566471156481,0.5454545454545454,0.6956521739130435,0.4242424242424242,0.6363636363636364,0.5,0.8200000000000001,0.5,3.4965075614664802,0.8333333333333334,0.00016962841463192733,0.050000000000000044
rocky mountain immigrant advocacy network,rocky mountain innocence ctr,0.5130708174783206,0.5966399299252985,0.6666666666666667,0.7272727272727273,0.5507246376811594,0.6666666666666665,0.5365853658536586,0.8765226480836237,0.5,4.23410650459726,0.6829268292682927,1.2441474496893872e-05,0.09999999999999998
men for life,natl coalition for men,0.2550751582384711,0.67553987309703,0.4117647058823529,0.6666666666666667,0.4705882352941176,0.736842105263158,0.2272727272727273,0.5934343434343434,0.4,3.5263605246161616,0.5454545454545454,4.4836460430868287e-05,0.7
american college of bankruptcy,natl assn of consumer bankruptcy attorneys,0.5369858318393868,0.5019798036394462,0.5,0.5666666666666667,0.5833333333333333,0.6046511627906976,0.3571428571428571,0.6654761904761904,0.8,4.276666119016055,0.7142857142857143,1.5487944077420622e-05,0.15000000000000002
conservative legal defense and education fund,naacp legal defense and education fund,0.6772233508033099,0.6613836872770522,0.8433734939759038,0.9295774647887324,0.7710843373493976,0.9142857142857143,0.7777777777777778,0.786159844054581,0.7142857142857143,4.418840607796598,0.8444444444444444,0.00011090873201701371,0.0
free speech coalition,free speech for people,0.5987838421809915,0.6899902251911274,0.6511627906976745,0.7428571428571429,0.6046511627906976,0.6875,0.5909090909090908,0.8658874458874459,0.5,3.7612001156935624,0.9545454545454546,0.0001227567823418365,0.15000000000000002
illinois right to life,right to life of michigan,0.5248749313155705,0.735469848936398,0.5531914893617021,0.7428571428571429,0.5957446808510638,0.7659574468085105,0.16000000000000003,0.6607130124777183,0.5,3.8501476017100584,0.88,0.0011349753900630173,0.050000000000000044
colorado right to life,new hampshire right to life,0.48257814489314055,0.6558090968554079,0.6122448979591837,0.7894736842105263,0.6122448979591837,0.7428571428571428,0.5555555555555556,0.6274551066217733,0.5,3.8918202981106265,0.8148148148148148,1.571617350887129e-05,0.050000000000000044
california assn of lawyers for education,california dui lawyers assn,0.5142869665725965,0.5044538178977971,0.6567164179104478,0.7407407407407408,0.8059701492537313,0.92,0.55,0.8477777777777779,0.42857142857142855,4.204692619390966,0.675,0.0,0.09999999999999998
council of independent colleges,independent council on women’s sport,0.6194533211691237,0.41064928725437577,0.5074626865671642,0.6222222222222222,0.6268656716417911,0.76,0.16666666666666663,0.7002986857825567,0.6,4.204692619390966,0.8611111111111112,2.609870915710382e-05,0.09999999999999998
natl assn of tribal historic preservation officers,natl trust for historic preservation,0.5908316997041572,0.6232121299322398,0.7209302325581395,0.75,0.6976744186046511,0.8387096774193549,0.6,0.8543006535947713,0.5714285714285714,4.454347296253507,0.72,2.1989004932442454e-05,0.09999999999999998
government finance officers assn,native american finance officers assn,0.6219245477222336,0.6800848859105237,0.782608695652174,0.8363636363636364,0.6956521739130435,0.7924528301886792,0.7027027027027026,0.7938813813813814,0.6,4.23410650459726,0.8648648648648649,1.1838625941072362e-05,0.09999999999999998
boise metro chamber of commerce,greater san antonio chinese chamber of commerce,0.5041979984549412,0.32440419347894267,0.6153846153846154,0.8301886792452831,0.6666666666666667,0.76,0.5106382978723405,0.701409761831507,0.2857142857142857,4.356708826689592,0.6595744680851063,1.2879433340964859e-05,0.050000000000000044
bar assn of the district of columbia,washington assn of criminal defense lawyers,0.12491736506738836,0.14525906473366457,0.430379746835443,0.4838709677419355,0.45569620253164556,0.4736842105263158,0.2558139534883721,0.6444875107665805,0.5,4.3694478524670215,0.8372093023255814,1.1087213549321566e-05,0.09999999999999998
dc coalition against domestic violence,illinois coalition against domestic violence,0.8268413318412484,0.7426124443442732,0.878048780487805,0.972972972972973,0.8536585365853658,0.9589041095890412,0.8181818181818181,0.7737019315966686,0.8,4.406719247264253,0.8636363636363636,4.7365125612759145e-05,0.050000000000000044
natl alliance for public charter schools,texas charter schools assn,0.5560635963446192,0.6767099348565119,0.5454545454545454,0.7619047619047619,0.5454545454545454,0.7317073170731707,0.32499999999999996,0.6623543123543123,0.42857142857142855,4.189654742026425,0.65,0.00011903606524431163,0.09999999999999998
innocence project new orleans,innocence project of new orleans,0.9227167553374308,0.9758712582562439,0.9508196721311475,0.896551724137931,0.9508196721311475,1.0,0.90625,0.9674568965517241,1.0,4.110873864173311,0.90625,0.0012903356071815597,0.9
california innocence project; ctr on wrongful convictions,ctr on wrongful convictions of youth,0.6302470903254384,0.7406563447968707,0.5806451612903225,0.8571428571428572,0.6236559139784946,0.8571428571428571,0.3157894736842105,0.633511460643947,0.5,4.532599493153256,0.631578947368421,2.2450058469651653e-05,0.15000000000000002
native women’s soc,native women’s soc of the great plains,0.6285619051233379,0.6144788856314305,0.6428571428571428,1.0,0.6428571428571428,1.0,0.4736842105263158,0.8947368421052632,0.42857142857142855,4.02535169073515,0.47368421052631576,0.00020177843338278637,0.9
wyoming mining assn,wyoming trucking assn,0.6263136753884186,0.5767870447855179,0.8,0.736842105263158,0.8,0.8,0.7619047619047619,0.8958020050125313,0.5,3.6888794541139363,0.9047619047619048,1.7397711642627168e-05,0.0
california water fdn,water,0.4004476629368844,0.6942744141825589,0.4,1.0,0.4,1.0,0.25,0.5,0.3333333333333333,3.2188758248682006,0.25,1.1522175209030448e-05,0.19999999999999996
florence immigrant and refugee rights project,illinois coalition for immigrant and refugee rights,0.6496121630541287,0.5903066914220461,0.6666666666666667,0.8311688311688311,0.6875,0.767123287671233,0.47058823529411764,0.7052860910446049,0.6666666666666666,4.564348191467836,0.8823529411764706,0.0008322056406116509,0.09999999999999998
boise metro chamber of commerce,maryland chamber of commerce,0.5595806031252734,0.47406219646577064,0.7457627118644068,0.84,0.7457627118644068,0.8085106382978724,0.6451612903225806,0.68028208350789,0.75,4.07753744390572,0.9032258064516129,1.7546984863637903e-05,0.09999999999999998
natl immigration project of the natl lawyers guild,natl lawyers guild las vegas chapter,0.4233190232759619,0.455150170262074,0.41860465116279066,0.6666666666666667,0.5116279069767442,0.6666666666666665,0.26,0.6398765432098766,0.3333333333333333,4.454347296253507,0.72,3.676630072849353e-05,0.0
jewish coalition for religious liberty,jewish coalition of religious liberty,0.9133564555690608,0.940823010704634,0.96,0.9459459459459459,0.9066666666666666,0.96,0.9473684210526316,0.9460881934566145,0.6666666666666666,4.31748811353631,0.9736842105263158,0.00017646232034586044,0.9
disability rights connecticut,disability rights mississippi,0.5281900782908295,0.5858433269016777,0.6551724137931035,0.7755102040816326,0.5862068965517242,0.7391304347826088,0.6551724137931034,0.8620689655172413,0.5,4.060443010546419,1.0,0.00019920758193764618,0.050000000000000044
notre dame education law project,university of notre dame,0.4829219238347732,0.7389841367228909,0.3571428571428571,0.5882352941176471,0.5,0.5882352941176471,0.1875,0.6372441520467835,0.2857142857142857,4.02535169073515,0.75,5.7406429997595255e-05,0.15000000000000002
american civil liberties union fdn,american civil liberties union of massachusetts,0.7225401897625715,0.7847006806027071,0.7901234567901234,0.9552238805970148,0.7407407407407408,0.9375,0.6808510638297872,0.9244055068836045,0.5714285714285714,4.394449154672439,0.723404255319149,7.438010797346737e-05,0.050000000000000044
american free enterprise chamber of commerce,kentucky chamber of commerce,0.5184778822684537,0.5287330708082124,0.6388888888888888,0.8571428571428572,0.6388888888888888,0.8085106382978724,0.5227272727272727,0.648088023088023,0.3333333333333333,4.276666119016055,0.6363636363636364,0.00010261670127188657,0.09999999999999998
coastal enterprises,mng enterprises,0.6477875205430232,0.4470023378496562,0.7058823529411764,0.8888888888888888,0.6470588235294117,0.8461538461538461,0.631578947368421,0.7827485380116959,0.3333333333333333,3.5263605246161616,0.7894736842105263,3.309858284988983e-05,0.09999999999999998
colorado right to life,louisiana right to life fed,0.5197628694568508,0.6699492440364369,0.6938775510204082,0.7317073170731707,0.6122448979591837,0.7428571428571428,0.5925925925925926,0.7223542615699478,0.6,3.8918202981106265,0.8148148148148148,0.0013687383064523706,0.09999999999999998
community legal services,legal services for children,0.5267728496175634,0.6049791377294303,0.5490196078431373,0.736842105263158,0.6666666666666667,0.736842105263158,0.14814814814814814,0.6224582425562818,0.75,3.9318256327243257,0.8888888888888888,1.4148160355349115e-05,0.09999999999999998
american fed of state county and municipal employees afl-cio,american fed of teachers,0.25748508016585836,0.26764830803055656,0.5238095238095238,0.8444444444444444,0.45238095238095233,0.7692307692307692,0.3666666666666667,0.8384848484848485,0.375,4.430816798843313,0.4,0.00011094370888612237,0.050000000000000044
american cancer soc cancer action network,natl children’s cancer soc,0.4197333908005342,0.6770742006036358,0.417910447761194,0.6222222222222222,0.4776119402985075,0.6,0.29268292682926833,0.5734998847964188,0.75,4.204692619390966,0.6341463414634146,2.577203736889043e-05,0.050000000000000044
intl municipal lawyers assn,intl municipal lawyer’s assn,0.8750476511097143,0.6114756154041949,0.9818181818181819,0.962962962962963,0.9818181818181819,0.9818181818181819,0.9642857142857143,0.9928571428571429,1.0,4.007333185232471,0.9642857142857143,0.00090494403095945,1.0
civil rights education and defense fund,nra civil rights defense fund,0.6708156824470856,0.6364925747734949,0.7352941176470589,0.6818181818181819,0.7352941176470589,0.9259259259259259,0.5384615384615384,0.7262992435406229,0.5714285714285714,4.219507705176107,0.7435897435897436,3.9547585578551095e-05,0.050000000000000044
american college of bankruptcy,natl assn of bankruptcy trustees,0.6177367877054178,0.5221635173396347,0.5483870967741935,0.6415094339622642,0.5806451612903225,0.6451612903225806,0.25,0.6266865079365079,0.5,4.127134385045092,0.9375,1.6447520271109252e-05,0.19999999999999996
consumer credit industry assn,consumer data industry assn,0.6144772263540609,0.5887660522452216,0.8928571428571429,0.8518518518518519,0.8928571428571429,0.8979591836734694,0.8275862068965517,0.9255989782886335,0.75,4.02535169073515,0.9310344827586207,0.0003351615309581494,0.19999999999999996
disability rights connecticut,indiana disability rights,0.6093267105620266,0.5988378889246097,0.6296296296296297,0.8095238095238095,0.6296296296296297,0.8095238095238095,0.31034482758620685,0.6647065940713853,0.5,3.9889840465642745,0.8620689655172413,0.00011186635911839117,0.09999999999999998
natl consumer bankruptcy rights ctr,natl consumer law ctr,0.4426486036230724,0.605150654100715,0.6785714285714286,0.8108108108108109,0.6071428571428572,0.8947368421052632,0.5428571428571429,0.8684711779448622,0.4,4.02535169073515,0.6,0.0023462551030520784,0.15000000000000002
inst for justice,mississippi college,0.0,0.0,0.34285714285714286,0.3870967741935484,0.34285714285714286,0.3428571428571429,0.21052631578947367,0.5570175438596491,0.0,3.5553480614894135,0.8421052631578947,4.514303326813235e-05,0.050000000000000044
neighborhood defender service (new york),neighborhood defender service of harlem,0.7001350103418454,0.6602654679796671,0.8101265822784811,0.8695652173913043,0.7341772151898734,0.8529411764705883,0.775,0.9384766214177979,0.42857142857142855,4.3694478524670215,0.975,0.00023558802438256683,0.85
illinois sheriffs’ assn,natl sheriffs’ assn,0.7258168609445713,0.6889975203416134,0.7619047619047619,0.8823529411764706,0.7619047619047619,0.8484848484848484,0.6956521739130435,0.7603087001390945,0.5,3.7376696182833684,0.8260869565217391,3.394651025609584e-05,0.09999999999999998
jewish war veterans of the u.s.a,veterans of the armed forces of the united states of america,0.37329799139142605,0.35639527253488956,0.43478260869565216,0.6938775510204082,0.4565217391304348,0.6382978723404256,0.30000000000000004,0.60758547008547,0.4444444444444444,4.5217885770490405,0.5333333333333333,0.0,0.09999999999999998
access reproductive justice,natl latina inst for reproductive health,0.39961051679721876,0.2816397563220859,0.5074626865671642,0.6382978723404256,0.5373134328358209,0.6153846153846154,0.375,0.5858836907082522,0.125,4.204692619390966,0.675,7.026799432333653e-05,0.15000000000000002
clark university,clarke university,0.7306209040897023,0.2165124706407563,0.9696969696969697,0.9375,0.9696969696969697,0.9696969696969697,0.9411764705882353,0.9507352941176471,1.0,3.4965075614664802,0.9411764705882353,0.0017187223367566404,0.09999999999999998
asian american fed,asian american futures,0.6517589643293766,0.49488729299360745,0.85,0.9411764705882352,0.85,0.875,0.7727272727272727,0.9434343434343434,1.0,3.6888794541139363,0.8181818181818182,0.00022342169534029897,0.30000000000000004
independent health plan,plan c,0.2377183903832707,0.6316071451288481,0.27586206896551724,0.8,0.3448275862068966,0.8,0.13043478260869568,0.4323671497584541,0.25,3.367295829986474,0.2608695652173913,9.115230469089729e-05,0.5
league of women voters of the united states,league of women voters united states,0.90467489291621,0.9405368157932469,0.9113924050632911,0.8055555555555556,0.9113924050632911,1.0,0.8372093023255813,0.9396640826873385,0.8571428571428571,4.3694478524670215,0.8372093023255814,0.00014872450951483718,0.95
colorado criminal defense bar,texas criminal defense lawyers assn,0.53204220624476,0.48223244591448866,0.65625,0.7407407407407408,0.5625,0.7111111111111111,0.5142857142857142,0.6593670697118973,0.3333333333333333,4.1588830833596715,0.8285714285714286,0.0,0.09999999999999998
greater new york hospital assn,new york state bar assn,0.36869846878073237,0.4603516844729205,0.6415094339622642,0.7555555555555555,0.6415094339622642,0.7547169811320755,0.4666666666666667,0.7754062362758014,0.42857142857142855,3.970291913552122,0.7666666666666667,4.020304400124459e-05,0.050000000000000044
league of women voters california,league of women voters of florida,0.6918194408053712,0.7755227578619773,0.8484848484848484,0.8484848484848484,0.8484848484848484,0.8888888888888888,0.7878787878787878,0.9308254963427377,0.6666666666666666,4.189654742026425,1.0,3.944446146592086e-05,0.050000000000000044
emory intellectual property soc,island intellectual property,0.7125669286747771,0.5928584813027625,0.7457627118644068,0.814814814814815,0.711864406779661,0.8571428571428571,0.6774193548387097,0.7105851138109203,0.5,4.07753744390572,0.9032258064516129,1.258580402628841e-05,0.19999999999999996
local government legal ctr,state and local legal ctr,0.4810945510186203,0.6920279079726677,0.5882352941176471,0.631578947368421,0.5882352941176471,0.75,0.42307692307692313,0.7249932523616733,0.4,3.9318256327243257,0.9615384615384616,7.530901815093485e-05,0.30000000000000004
ctr for consumer law and education,ctr for law and education,0.8202577042890755,0.8083235488826132,0.847457627118644,0.8636363636363636,0.847457627118644,1.0,0.7352941176470589,0.8830588235294118,1.0,4.07753744390572,0.7352941176470589,3.068711131942877e-05,0.25
fairchild semiconductor intl,semiconductor industry assn,0.612078682456552,0.46784685497582285,0.6181818181818182,0.7555555555555555,0.6909090909090909,0.6909090909090909,0.2857142857142857,0.6683421516754849,0.5,4.007333185232471,0.9642857142857143,5.097379597541496e-05,0.19999999999999996
fmi,food industry assn,0.0,0.0,0.19047619047619047,0.5,0.19047619047619047,0.19047619047619052,0.11111111111111116,0.5925925925925926,0.3333333333333333,3.044522437723423,0.16666666666666666,4.561458339629478e-05,0.30000000000000004
federal defender for the eastern district of california,federal public defender for the district of nevada,0.5930774286068463,0.6549318200478291,0.7428571428571429,0.7835051546391754,0.6857142857142857,0.8372093023255814,0.5636363636363637,0.8632727272727273,0.5,4.653960350157523,0.9090909090909091,2.6839004412465597e-05,0.050000000000000044
aclu of mississippi,mississippi public defenders assn,0.5300382492272396,0.42878756678395713,0.42307692307692313,0.7333333333333334,0.5384615384615384,0.7333333333333333,0.09090909090909094,0.6089845826687932,0.4,3.9512437185814275,0.5757575757575758,0.021518113992370105,0.09999999999999998
georgia coalition against domestic violence,natl coalition against domestic violence,0.850607449364751,0.8306446598961961,0.891566265060241,0.961038961038961,0.891566265060241,0.9333333333333332,0.8372093023255813,0.8113712549759061,0.6666666666666666,4.418840607796598,0.9302325581395349,0.00016045752685831468,0.09999999999999998
intl union of operating engineers,intl union of operating engineers local 150 afl-cio,0.6728606727204188,0.6609634631202133,0.7857142857142857,1.0,0.7857142857142857,1.0,0.6470588235294117,0.9294117647058824,0.5714285714285714,4.430816798843313,0.6470588235294118,0.0006405174889260234,0.9
new mexico hospital assn,new mexico trucking assn,0.5447599803689122,0.6572105671659448,0.7083333333333333,0.7083333333333333,0.625,0.7692307692307692,0.6666666666666667,0.8777777777777778,0.6,3.871201010907891,1.0,1.160626368185067e-05,0.050000000000000044
atlanta legal aid soc,legal aid justice ctr,0.45467728236777094,0.5271859296988204,0.5714285714285714,0.7058823529411764,0.5714285714285714,0.6666666666666665,0.19047619047619047,0.611111111111111,0.4,3.7376696182833684,1.0,3.0233874157287775e-05,0.15000000000000002
inst para las mujeres en la migración,inst para las mujeres en la migración a.c.,0.910004013843596,1.0,0.9367088607594937,1.0,0.9367088607594937,1.0,0.8809523809523809,0.9761904761904762,0.8333333333333334,4.3694478524670215,0.8809523809523809,0.001396689950909642,0.95
aapi youth rising,asian american youth rising (aapi youth rising),0.7992411707979747,0.9132446702466133,0.53125,1.0,0.53125,0.8275862068965517,0.36170212765957444,0.6355340008343763,0.75,4.1588830833596715,0.3617021276595745,0.0018724050022685778,0.95
islam and religious freedom action team of the religious freedom inst,religious freedom inst islam and religious freedom action team,0.9470133856017683,0.9754077954262802,0.702290076335878,0.7722772277227723,0.9465648854961831,1.0,0.536231884057971,0.8102695963846034,0.8333333333333334,4.875197323201151,0.8985507246376812,0.0001215247802775872,0.95
michigan realtors®,minnesota realtors®,0.49651338127408634,0.6122034238697951,0.7027027027027026,0.7586206896551724,0.7027027027027026,0.7027027027027027,0.631578947368421,0.7943748259537734,1.0,3.6109179126442243,0.9473684210526315,0.0004919687740883438,0.09999999999999998
america’s frontline doctors,frontline policy,0.4790403546520342,0.5584933547489682,0.5581395348837209,0.75,0.41860465116279066,0.72,0.40740740740740744,0.6364553656220323,0.25,3.7612001156935624,0.5925925925925926,0.00017766300401261521,0.19999999999999996
tampa bay rays,tampa bay tech,0.6787422802000767,0.5943657278329602,0.7142857142857143,0.8333333333333335,0.6428571428571428,0.782608695652174,0.7142857142857143,0.8857142857142858,0.6666666666666666,3.332204510175204,1.0,6.306762667718042e-05,0.050000000000000044
asian american legal defense and education fund,civil rights education and defense fund,0.5245187668773919,0.5936526923996047,0.5116279069767442,0.5633802816901409,0.6976744186046511,0.8,0.34042553191489366,0.7378484399760996,0.5714285714285714,4.454347296253507,0.8297872340425532,4.010628670698031e-05,0.09999999999999998
ace fdn,ace talk,0.3212039150023754,0.6224224810320237,0.5333333333333333,0.7272727272727273,0.5333333333333333,0.6,0.5,0.6904761904761904,0.3333333333333333,2.70805020110221,0.875,0.0001152683636406655,0.4
energy transfer lp,kinder morgan energy partners l.p.,0.2710988504926478,0.19898229786197769,0.5384615384615384,0.7222222222222221,0.5769230769230769,0.576923076923077,0.3529411764705882,0.6248366013071895,0.3333333333333333,3.9512437185814275,0.5294117647058824,0.00016360119355496506,0.09999999999999998
assn of arkansas counties,michigan assn of counties,0.42447153546831967,0.6345837374962736,0.64,0.7804878048780488,0.64,0.7804878048780488,0.43999999999999995,0.6996491228070175,0.75,3.912023005428146,1.0,3.282341905090745e-05,0.050000000000000044
unitarian universalist church,unitarian universalist women’s fed,0.7100791938813009,0.7469620484920219,0.7301587301587302,0.8846153846153846,0.7301587301587302,0.8627450980392157,0.6764705882352942,0.8939148073022313,0.25,4.143134726391533,0.8529411764705882,5.683071735071215e-05,0.09999999999999998
american trucking assn,texas trucking assn,0.6726579986128766,0.6943557184578275,0.7804878048780488,0.8571428571428572,0.6829268292682926,0.8125,0.7272727272727273,0.7106259968102074,1.0,3.713572066704308,0.8636363636363636,0.009461343060736612,0.5
california assn of realtors®,texas realtors®,0.5155002211501468,0.6253903526676134,0.5581395348837209,0.8,0.41860465116279066,0.75,0.4285714285714286,0.6317460317460317,0.2,3.7612001156935624,0.5357142857142857,0.0002641289485407559,0.8
central pacific conference of the united church of christ,penn central conference of the united church of christ,0.8137465150224327,0.8075683289454089,0.8828828828828829,0.8865979381443299,0.9189189189189189,0.9484536082474228,0.7894736842105263,0.8026029125100331,1.0,4.709530201312334,0.9473684210526315,3.6576937969625815e-05,0.09999999999999998
federal defender for the district of arizona,federal public defender eastern district of california,0.5214368063787639,0.5734134668318253,0.7551020408163265,0.7272727272727273,0.7142857142857143,0.7777777777777777,0.6481481481481481,0.8601667077276833,0.375,4.584967478670572,0.8148148148148148,1.9186324499161644e-05,0.050000000000000044
natl council of asian pacific americans,natl council of asian pacific islander physicians,0.6658003315499073,0.6146893241180696,0.8636363636363636,0.9014084507042255,0.6590909090909092,0.8636363636363636,0.7755102040816326,0.9289212041091741,0.8333333333333334,4.477336814478207,0.7959183673469388,7.028320140316524e-05,0.09999999999999998
advocates for human rights,la alliance for human rights,0.6086235487862423,0.5724466746775014,0.7407407407407408,0.851063829787234,0.7407407407407408,0.7619047619047619,0.6785714285714286,0.7573260073260073,0.8,3.9889840465642745,0.9285714285714286,3.5851453849150345e-05,0.15000000000000002
alabama ctr for law and liberty,ctr for human liberty,0.4329546565350999,0.5447389254446787,0.6923076923076923,0.7619047619047619,0.6538461538461539,0.8333333333333333,0.5806451612903225,0.7164146926455924,0.6,3.9512437185814275,0.6774193548387096,0.00011238312532149726,0.15000000000000002
asian pacific american bar assn of silicon valley (apaba silicon valley),silicon valley community fdn,0.5417324892410793,0.676256469580026,0.38,0.6511627906976745,0.4200000000000001,0.6666666666666665,0.23611111111111116,0.5686968023924545,0.2222222222222222,4.605170185988092,0.3888888888888889,7.026799432333653e-05,0.09999999999999998
dignity alliance massachusetts,information dignity alliance,0.48109472778989293,0.6474896471269399,0.5517241379310345,0.7272727272727273,0.6896551724137931,0.7272727272727272,0.1333333333333333,0.6436507936507937,0.5,4.060443010546419,0.9333333333333333,0.0,0.4
alaska right to life,illinois right to life,0.5826548046107127,0.7135083414577199,0.7619047619047619,0.8571428571428572,0.7619047619047619,0.7878787878787878,0.6818181818181819,0.7174242424242424,0.6,3.7376696182833684,0.9090909090909091,0.0009135669153387132,0.050000000000000044
confederated tribes of the chehalis reservation,confederated tribes of the warm springs reservation of oregon,0.6060102333469258,0.5962413457119781,0.7777777777777779,0.8085106382978724,0.7037037037037037,0.8941176470588235,0.6721311475409837,0.9053576787988417,0.6666666666666666,4.68213122712422,0.7704918032786885,0.00030189699743482734,0.050000000000000044
bader family fdn,family fdn action,0.5551704691172729,0.4648884497717459,0.6060606060606061,0.7692307692307692,0.7272727272727273,0.7692307692307692,0.23529411764705888,0.6519607843137255,0.3333333333333333,3.4965075614664802,0.9411764705882353,0.00014437476413750922,0.19999999999999996
missouri republican party,republican party of arizona,0.5229940777047932,0.6559344274904781,0.6153846153846154,0.7804878048780488,0.7307692307692308,0.7804878048780488,0.2592592592592593,0.6633398310591293,0.4,3.9512437185814275,0.9259259259259259,0.004221490265199845,0.050000000000000044
intl assn of sheet metal air rail and transportation workers,sheet metal air rail transportation workers-transportation div,0.7670664847338091,0.8521874278114852,0.7049180327868853,0.8349514563106796,0.7540983606557377,0.7540983606557377,0.4193548387096774,0.7554913099344018,0.6666666666666666,4.804021044733257,0.967741935483871,7.28303372542033e-05,0.9
california policy ctr,ctr for law and social policy,0.28605927047810725,0.4526592498185449,0.56,0.625,0.52,0.68,0.3448275862068966,0.6963145411421273,0.3333333333333333,3.912023005428146,0.7241379310344828,2.5346455293165183e-05,0.09999999999999998
disability rights advocates,disability rights michigan,0.6440391549934513,0.642328871351341,0.7547169811320755,0.8444444444444444,0.6415094339622642,0.7906976744186046,0.6666666666666667,0.891994301994302,0.5,3.970291913552122,0.9629629629629629,0.00019623452794773034,0.09999999999999998
alliance san diego,san diego union-tribune,0.3953810159330123,0.6066509517980503,0.4390243902439024,0.6666666666666667,0.4390243902439024,0.6666666666666665,0.17391304347826086,0.6086337173293694,0.5,3.713572066704308,0.782608695652174,1.7207860404522643e-05,0.09999999999999998
asian pacific american labor alliance,natl council of asian pacific islander physicians,0.37460246978691564,0.3607626967704202,0.5116279069767442,0.6285714285714286,0.5116279069767442,0.5813953488372092,0.30612244897959184,0.662206643773464,0.2857142857142857,4.454347296253507,0.7551020408163265,8.29274967430889e-05,0.09999999999999998
american free enterprise chamber of commerce,west virginia chamber of commerce,0.4819076031232122,0.47571346247845747,0.6493506493506493,0.7777777777777779,0.5454545454545454,0.7307692307692308,0.5454545454545454,0.6965343086032741,0.2857142857142857,4.343805421853684,0.75,0.00010261670127188661,0.050000000000000044
microsoft,microsoft corporation,0.7462921461518282,0.8378622326258114,0.6,1.0,0.6,1.0,0.4285714285714286,0.8857142857142858,0.5,3.4011973816621555,0.42857142857142855,0.0003129115329860878,1.0
project 21,project 21 black leadership network,0.48687146144724097,0.6688937554502921,0.4444444444444444,1.0,0.4444444444444444,1.0,0.2857142857142857,0.8571428571428571,0.4,3.8066624897703196,0.2857142857142857,5.9014113357010235e-05,0.9
california federal defenders offices,federal defenders of eastern washington,0.46910065461365436,0.4726647134301919,0.5866666666666667,0.7333333333333334,0.56,0.6666666666666665,0.28205128205128205,0.7232783181059044,0.5,4.31748811353631,0.9230769230769231,0.0,0.050000000000000044
california peace officers’ assn,california reserve peace officers assn,0.723028625704546,0.8222099463678868,0.8695652173913043,0.7843137254901962,0.8695652173913043,0.8695652173913043,0.7631578947368421,0.9047764572722128,0.8,4.23410650459726,0.8157894736842105,0.000631341653672924,0.15000000000000002
empire ctr,empire health fdn,0.6183995555122892,0.7160891018443948,0.5925925925925926,0.8235294117647058,0.4444444444444444,0.75,0.47058823529411764,0.8541176470588235,0.25,3.295836866004329,0.5882352941176471,4.383411753443172e-05,0.09999999999999998
georgia coalition against domestic violence,hawai’i state coalition against domestic violence,0.6732947379894881,0.6570533136114803,0.826086956521739,0.925,0.826086956521739,0.8974358974358974,0.7755102040816326,0.7727599089725335,0.5714285714285714,4.5217885770490405,0.8775510204081632,7.475086379170213e-05,0.09999999999999998
california chamber of commerce,intl chamber of commerce of switzerland,0.5066390343041894,0.6055754743215473,0.6376811594202898,0.814814814814815,0.5507246376811594,0.7755102040816326,0.41025641025641024,0.6905982905982905,0.5,4.23410650459726,0.7692307692307693,7.420242731790928e-05,0.050000000000000044
natl health law program,natl health law project,0.7685958084764495,0.6197525522296942,0.826086956521739,0.9047619047619048,0.826086956521739,0.826086956521739,0.8260869565217391,0.9304347826086957,1.0,3.828641396489095,1.0,9.921143760201637e-05,0.9
free law project,natl health law project,0.5741971415816155,0.5467142638875213,0.6666666666666667,0.8571428571428572,0.6666666666666667,0.8148148148148148,0.5652173913043479,0.638726309921962,0.4,3.6635616461296463,0.6956521739130435,4.6725209833888455e-05,0.09999999999999998
minority veterans of america,student veterans of america,0.600153334925514,0.5373804714046203,0.8,0.8571428571428572,0.6909090909090909,0.826086956521739,0.75,0.8062369729036396,0.6,4.007333185232471,0.9642857142857143,0.0003720108151252078,0.09999999999999998
law enforcement alliance of america,law enforcement officers,0.6421896983262668,0.591755356000697,0.6779661016949151,0.8,0.6101694915254237,0.7692307692307692,0.5714285714285714,0.8908658008658009,0.75,4.07753744390572,0.6857142857142857,0.0004276481531525378,0.6
american vapor manufacturers assn,natl assn of manufacturers,0.6458293964859854,0.5637417240892652,0.6440677966101696,0.6923076923076923,0.711864406779661,0.8181818181818181,0.5151515151515151,0.6460352512984092,0.4,4.07753744390572,0.7878787878787878,4.909028489478684e-05,0.15000000000000002
